Uitrekking (mm);Kracht (N)
15.2137;37723.8
15.2235;37723.2
15.2334;37722.2
15.2428;37723.2
15.2508;37725.1
15.2594;37724.8
15.2679;37723.2
15.2773;37723.3
15.2868;37725.4
15.295;37726.7
15.3031;37725.1
15.3116;37723.8
15.3201;37725.2
15.3288;37728.4
15.3374;37729.3
15.346;37727.9
15.3549;37725.7
15.3626;37724.4
15.3709;37726.4
15.3787;37728.2
15.3871;37727.6
15.3953;37726.3
15.4042;37726.6
15.4131;37728.7
15.4214;37729
15.43;37728.7
15.4388;37728.5
15.4466;37729.1
15.4548;37730.3
15.4634;37731.1
15.4715;37730.1
15.4795;37728.1
15.4873;37728.1
15.4955;37729.9
15.5039;37731.2
15.5114;37731.3
15.5187;37731.3
15.5257;37732.6
15.5334;37733.4
15.541;37733.2
15.5485;37731.9
15.5551;37731.2
15.5634;37731.7
15.5705;37732.3
15.5765;37732.3
15.5843;37732
15.5913;37732.2
15.5975;37734
15.6039;37734.8
15.6107;37734.3
15.6184;37733.2
15.6258;37733.9
15.6317;37735.7
15.6387;37735.8
15.6448;37733.8
15.6515;37733.3
15.6583;37734.7
15.6653;37736.1
15.673;37737
15.6805;37736.7
15.6879;37736.1
15.6944;37736.7
15.7009;37737
15.7072;37736.1
15.7131;37736.3
15.7201;37737.1
15.7275;37739.5
15.7351;37740.7
15.7431;37739.9
15.7495;37738.7
15.7565;37738.5
15.7623;37739.6
15.7686;37739.8
15.7743;37738.2
15.7814;37737.5
15.7887;37739
15.7953;37740.2
15.8029;37739.2
15.8107;37737.2
15.8191;37737.3
15.8275;37739.4
15.8353;37741.4
15.843;37741.6
15.8501;37740.1
15.858;37739.6
15.866;37740.8
15.8732;37740.9
15.8801;37740.3
15.8881;37738.5
15.8966;37739.1
15.9039;37742
15.9109;37743.6
15.918;37742.6
15.9255;37740.9
15.933;37740.7
15.9408;37742.4
15.9475;37742.8
15.9545;37742.6
15.9611;37741.9
15.9694;37741.3
15.9774;37741.4
15.986;37741.2
15.9935;37741.2
16.0011;37740.8
16.0089;37743.4
16.0171;37745.3
16.0255;37745.6
16.0332;37743.2
16.0409;37742.3
16.0481;37743.6
16.0563;37745
16.0638;37744.9
16.0721;37744.5
16.08;37744.2
16.0876;37744.9
16.0954;37745.4
16.1032;37744.8
16.1108;37744.1
16.1185;37744.3
16.1266;37745.7
16.1351;37747
16.1428;37745.1
16.1515;37742.1
16.1594;37742.6
16.1671;37745
16.1747;37746.1
16.1826;37745
16.1907;37744.3
16.1988;37745.6
16.2071;37748
16.2153;37747.6
16.2234;37744.7
16.2315;37743.1
16.2398;37744
16.2481;37746
16.2564;37747.5
16.2646;37747.2
16.273;37746
16.2816;37746.5
16.2895;37747.1
16.2983;37746.2
16.3068;37744.3
16.3152;37743.5
16.3237;37745.4
16.3311;37746.7
16.3402;37746
16.3487;37744.1
16.3573;37743.5
16.366;37744.6
16.3748;37746.1
16.3829;37746.3
16.3919;37745.4
16.4001;37745.8
16.4088;37746.3
16.418;37746.8
16.4263;37746.1
16.435;37745.6
16.4432;37747.2
16.452;37748.9
16.4612;37749.8
16.4701;37748.1
16.479;37746.6
16.4876;37745.8
16.4967;37746.5
16.5054;37746.5
16.5144;37745.5
16.5234;37743.9
16.5319;37744.9
16.5409;37746.1
16.55;37746
16.5589;37745
16.5679;37746.3
16.5769;37747.7
16.5863;37748.1
16.5946;37747.5
16.6034;37747.9
16.6128;37748.1
16.6222;37748.7
16.6313;37748.1
16.6395;37746.8
16.649;37747.4
16.6581;37750.8
16.6679;37751.2
16.6775;37748.8
16.6871;37745.6
16.6964;37745.4
16.7059;37748.1
16.7151;37749.8
16.7251;37748
16.7337;37745.1
16.7428;37745
16.7519;37748.1
16.7608;37749.1
16.7707;37746.8
16.7805;37744.7
16.7908;37745.6
16.7993;37747.8
16.8084;37748.7
16.8174;37746.9
16.8269;37745.6
16.8372;37746.8
16.8472;37747.5
16.8567;37746.7
16.8664;37745.6
16.8766;37745
16.8867;37745.6
16.8969;37747.3
16.9074;37747
16.9177;37744.9
16.9278;37742.6
16.9382;37743.6
16.9483;37744.4
16.9577;37745
16.9669;37744.6
16.9765;37744.6
16.9858;37746
16.994;37746.8
17.0038;37745.2
17.0137;37743.7
17.0225;37743.8
17.0313;37745.1
17.041;37744.2
17.0493;37742.7
17.0579;37741.8
17.0658;37744.8
17.0738;37747.4
17.0821;37747.4
17.0905;37744.9
17.1;37743.1
17.1072;37743.6
17.1148;37743.8
17.1228;37743.3
17.1309;37741.9
17.1397;37740.8
17.1477;37742.2
17.1556;37742.6
17.1643;37742.8
17.1728;37742.3
17.1798;37742.1
17.1882;37743.2
17.1956;37743.6
17.2028;37741.4
17.2111;37739
17.2185;37739.7
17.2263;37743.5
17.2356;37744.2
17.2446;37742.5
17.2537;37741.3
17.2625;37741.5
17.27;37741.7
17.2774;37741.2
17.2849;37740.3
17.2928;37740.2
17.3019;37741.7
17.3105;37742.3
17.3188;37741.5
17.3263;37739.6
17.3342;37739.4
17.3415;37739.8
17.3493;37738.4
17.3558;37736.6
17.3629;37735.5
17.3717;37735.6
17.381;37737
17.3887;37737.8
17.3959;37736.2
17.4027;37736.4
17.41;37737.2
17.4176;37738.4
17.4258;37737.5
17.4342;37737.2
17.4412;37736.8
17.4491;37737.4
17.4561;37736.6
17.4643;37736
17.4723;37736.6
17.4799;37736.9
17.4886;37738
17.4972;37738.3
17.505;37737.5
17.5124;37735.2
17.5198;37734.7
17.5287;37735
17.5385;37733.9
17.5478;37731.5
17.5558;37730.9
17.5639;37732.2
17.5716;37734.1
17.5796;37734.2
17.5865;37733.3
17.5947;37732.5
17.603;37732.9
17.6114;37733.7
17.6192;37734
17.6277;37733
17.6371;37732
17.646;37732.2
17.6553;37733.5
17.6639;37732.8
17.6731;37729.9
17.6832;37728.6
17.6923;37731.4
17.7014;37733.4
17.7097;37731.7
17.7176;37729.9
17.7274;37728.4
17.7368;37729.1
17.745;37729.3
17.7533;37728.8
17.7622;37727.8
17.771;37726.6
17.7796;37727.5
17.7885;37728.7
17.7976;37728.5
17.8055;37726.5
17.8146;37726.3
17.8231;37727.8
17.8316;37728
17.8404;37726.4
17.8497;37724.6
17.8579;37724.6
17.8671;37725.5
17.8768;37725.9
17.8866;37725.1
17.8956;37723.8
17.9053;37724
17.915;37724.5
17.9245;37723.6
17.9338;37720
17.9438;37718
17.9533;37720.4
17.9635;37722.1
17.973;37721.4
17.9827;37720
17.9915;37719.3
18.0014;37720.9
18.0111;37721.2
18.0199;37720.2
18.0301;37717.6
18.0399;37717.8
18.0497;37719.8
18.0599;37720.3
18.0693;37718.8
18.0789;37716.5
18.0887;37716.3
18.0979;37718.2
18.1076;37719.9
18.1175;37717.8
18.1278;37714.8
18.1372;37715.4
18.1471;37716.4
18.1572;37715.1
18.1667;37712.1
18.1759;37711.6
18.1856;37713.6
18.1955;37714.2
18.2062;37713.2
18.2164;37711.1
18.2268;37710.1
18.2364;37711.3
18.2458;37712.3
18.255;37712.5
18.265;37711.5
18.2753;37711.9
18.2854;37713.2
18.2947;37711.6
18.3057;37709.1
18.3157;37708
18.327;37711
18.3366;37712.3
18.3477;37711.1
18.3571;37708.3
18.3677;37706.2
18.3775;37706
18.3878;37705.5
18.3978;37704.4
18.4066;37702.6
18.4169;37702.9
18.4272;37704.7
18.4382;37705.1
18.4484;37703.6
18.4601;37701.2
18.4706;37700.7
18.4822;37703.6
18.4943;37705
18.5056;37702.8
18.5171;37700.7
18.5286;37700.8
18.54;37701.1
18.5521;37700.1
18.5635;37698.4
18.5748;37698.8
18.585;37700.4
18.5968;37700.8
18.6077;37698.8
18.6177;37697.1
18.6276;37695.8
18.6383;37695.9
18.6487;37694.2
18.6592;37692.4
18.6693;37691.8
18.6795;37692.4
18.6893;37694.9
18.6999;37695.4
18.7099;37693.2
18.7192;37691.3
18.7287;37691.3
18.7384;37694
18.7486;37694.2
18.7579;37691.9
18.7672;37688.9
18.7764;37688.2
18.7855;37688.7
18.795;37688.7
18.8044;37687.5
18.8136;37686.4
18.8225;37687.3
18.832;37687.5
18.8416;37685.7
18.85;37683.3
18.8587;37681.3
18.8679;37682.7
18.8768;37684.1
18.8859;37684.5
18.8951;37683.9
18.9046;37683.2
18.9142;37683.7
18.9239;37682.7
18.933;37681.3
18.9414;37680.7
18.9499;37681.9
18.9598;37682.1
18.9685;37680
18.9779;37677.2
18.9877;37675.1
18.998;37675.7
19.0063;37676.1
19.0149;37675
19.0236;37672.6
19.0316;37671.7
19.0405;37672.6
19.0503;37672.5
19.0596;37670.3
19.0686;37668.2
19.0771;37668
19.0858;37668.7
19.0935;37669.4
19.1024;37669.5
19.1107;37667.8
19.1189;37666.6
19.1262;37667.4
19.1353;37667.9
19.1441;37667.8
19.1527;37666.7
19.1633;37665.6
19.1732;37665.3
19.1834;37664.5
19.1927;37663.4
19.2025;37663.9
19.2119;37664.5
19.2211;37664.5
19.2304;37663.3
19.2378;37661.2
19.2471;37659.6
19.2553;37659.6
19.2652;37658.9
19.2745;37657.3
19.2832;37655.9
19.2922;37655.4
19.3008;37656
19.3087;37655.6
19.3183;37654.2
19.3273;37652.4
19.3365;37651.5
19.345;37652.5
19.3556;37653
19.3651;37651.7
19.3742;37650.1
19.3833;37649.2
19.393;37650.2
19.4027;37650.6
19.4119;37649.6
19.4219;37647.6
19.4317;37647.1
19.4417;37647.5
19.4522;37647.7
19.4617;37646.4
19.471;37644.4
19.4807;37643.2
19.49;37643.5
19.5003;37644.1
19.5105;37642.7
19.5207;37640.3
19.5297;37638.8
19.5403;37638.4
19.5494;37637.3
19.5587;37636.3
19.5685;37635.1
19.5792;37635.4
19.5889;37634.7
19.5988;37633.6
19.6086;37632.3
19.6193;37632
19.6297;37632.5
19.6408;37632.4
19.6513;37630.3
19.662;37627.4
19.6728;37626.3
19.6825;37628.2
19.6938;37629.4
19.7039;37627.4
19.7142;37624.3
19.7246;37624.5
19.7359;37626.7
19.7458;37626.3
19.7563;37623.9
19.7672;37621.8
19.7774;37621.9
19.7883;37621.2
19.7985;37620
19.8083;37616.7
19.8192;37614.9
19.8296;37615.8
19.8402;37616.1
19.8508;37614.9
19.8613;37613.6
19.8719;37612.8
19.8825;37612.6
19.8935;37611.8
19.9042;37610.1
19.9159;37608.1
19.9262;37608.4
19.9369;37610.4
19.9479;37609.7
19.9587;37607.2
19.9702;37605.6
19.9814;37606.4
19.9923;37606.6
20.0037;37605.6
20.0141;37603.5
20.0257;37601.7
20.0367;37601.3
20.0481;37600.9
20.0597;37600.3
20.0711;37598.5
20.0824;37597.5
20.0938;37597.9
20.105;37597
20.117;37595
20.1283;37593
20.1397;37591.8
20.1512;37592.2
20.1636;37591.1
20.1757;37588.7
20.1873;37586.8
20.1992;37587.3
20.2108;37588
20.2227;37587.5
20.2346;37585.6
20.246;37583.6
20.2577;37583.4
20.2705;37583.3
20.2833;37582.3
20.2949;37580.6
20.3076;37579.1
20.3195;37579.1
20.3332;37578.3
20.3466;37576.2
20.3585;37573.7
20.3715;37573.1
20.3843;37574.8
20.3967;37574.4
20.4097;37572.6
20.4212;37570.6
20.4335;37569.8
20.4449;37570.3
20.457;37569.4
20.469;37567
20.4811;37564.5
20.4924;37564.9
20.5041;37565.6
20.5154;37565
20.5267;37562.7
20.5378;37560.6
20.5479;37560.4
20.559;37560.2
20.5699;37558.5
20.581;37555.6
20.5918;37555.1
20.6024;37556.1
20.6136;37556.1
20.6243;37552.6
20.6353;37549
20.6458;37547.9
20.6555;37549.7
20.6657;37550.3
20.6767;37547.2
20.6872;37543.4
20.6986;37542.2
20.7081;37543.8
20.7191;37543.5
20.73;37541
20.7402;37538.5
20.7496;37539.5
20.7598;37540.8
20.7708;37539.1
20.7803;37534.9
20.7902;37532.7
20.801;37532.1
20.8116;37531.6
20.8215;37529.4
20.8307;37527.8
20.8402;37526.1
20.8504;37526.5
20.8606;37526.3
20.8708;37524.8
20.8815;37521.6
20.8916;37519.9
20.9009;37519.8
20.9106;37518.3
20.9205;37516.1
20.9309;37514.3
20.9407;37512.8
20.9499;37512.5
20.9604;37512
20.9705;37511.7
20.9813;37509
20.9908;37507.3
21.0017;37506.9
21.0129;37506.5
21.024;37504.3
21.0349;37501.8
21.0442;37500.5
21.054;37500.2
21.0639;37499.4
21.0748;37497.1
21.0856;37494.5
21.097;37494.1
21.1076;37493.8
21.1178;37492.4
21.1275;37489.9
21.1381;37486.9
21.1478;37485.2
21.1584;37484
21.1695;37483
21.1801;37481.3
21.1911;37479.7
21.2002;37480.4
21.2111;37479.9
21.2217;37477.9
21.2323;37474.7
21.2437;37473.2
21.2543;37472.4
21.266;37471.7
21.277;37469
21.2888;37466.1
21.2998;37465.1
21.3102;37464.2
21.3218;37463.1
21.332;37461.4
21.3438;37460
21.3549;37458.9
21.3663;37457.3
21.3776;37455.3
21.3881;37452.5
21.3998;37450.1
21.4106;37449.5
21.4225;37448
21.4335;37445.2
21.4451;37442.9
21.456;37442.3
21.4668;37442.1
21.4783;37440.2
21.4894;37437.3
21.5011;37433.8
21.5125;37432.4
21.5247;37431.4
21.5362;37429.5
21.5485;37426.5
21.5602;37424.2
21.5716;37424.1
21.5834;37423.5
21.5958;37420.8
21.607;37416.4
21.6192;37412.9
21.6307;37411.5
21.6429;37410.5
21.6547;37408.6
21.6666;37405.4
21.6787;37402.3
21.6905;37401.4
21.7028;37401.2
21.7148;37400.8
21.7272;37397.5
21.7395;37394
21.7524;37392.3
21.7647;37390.8
21.7769;37387.7
21.7899;37383.7
21.8024;37381.2
21.815;37380.5
21.8271;37378.7
21.8394;37374.6
21.8519;37370.8
21.8643;37369.6
21.8757;37369
21.8889;37366.7
21.9007;37363.2
21.9136;37358.7
21.9246;37355.4
21.9372;37353.9
21.9505;37353.2
21.9634;37349.2
21.976;37345.4
21.9885;37345.1
22.0017;37344.1
22.015;37340.2
22.028;37335
22.0417;37331.8
22.0552;37330.9
22.069;37328.4
22.0825;37324.3
22.0962;37319.6
22.1091;37316.6
22.1227;37314.7
22.1366;37311.4
22.1496;37307.1
22.164;37302.7
22.1772;37300.8
22.1914;37299.3
22.2054;37294.9
22.2185;37287.7
22.2322;37283.1
22.2448;37282.4
22.2595;37280.7
22.2728;37276.2
22.2868;37272.1
22.3005;37268.7
22.3143;37265.9
22.3281;37262.6
22.3421;37257.5
22.3556;37251
22.3688;37246.2
22.3824;37244.3
22.3952;37240.8
22.4081;37235.1
22.4217;37229.3
22.4343;37225.5
22.4475;37222.1
22.4603;37218.4
22.4728;37213.7
22.4854;37207.3
22.4978;37203
22.5106;37198.8
22.523;37193.1
22.5344;37186.8
22.5474;37180.9
22.5595;37176.6
22.5725;37173.1
22.5838;37169
22.5967;37162.2
22.6093;37155.2
22.6214;37150.7
22.6342;37145.3
22.647;37137.7
22.6587;37130.5
22.6706;37125.5
22.6823;37121.3
22.6946;37115.3
22.7071;37107.6
22.7193;37099.2
22.7313;37092.6
22.7433;37087.3
22.7554;37080.6
22.7672;37072
22.7808;37062.5
22.7929;37055.3
22.8046;37049.5
22.8165;37042
22.8279;37033.4
22.8408;37025.9
22.8538;37021.5
22.8663;37014.8
22.8794;37004.8
22.8905;36993.1
22.9035;36984.1
22.9153;36976.9
22.9277;36968.4
22.9396;36957.5
22.9526;36946.9
22.9649;36938.4
22.9768;36931.1
22.988;36921.5
23.0006;36910.5
23.0133;36899.1
23.0256;36889.8
23.0378;36881.5
23.0502;36870.1
23.0632;36856.1
23.0752;36843.2
23.087;36834.5
23.1002;36825.3
23.1133;36813.8
23.1251;36801.8
23.1367;36790.5
23.1483;36780.6
23.161;36768.7
23.1739;36755.7
23.1855;36741.5
23.1987;36728.9
23.2116;36717.4
23.2249;36704.3
23.2389;36690.6
23.2523;36676.2
23.2645;36662.7
23.2783;36649.9
23.2915;36636.7
23.3047;36621.6
23.3184;36606.3
23.3315;36592.6
23.3449;36578.5
23.3587;36562.8
23.3724;36546.3
23.3857;36531.4
23.3997;36517.6
23.4126;36504.5
23.4263;36489.8
23.4405;36472.3
23.4543;36454
23.4681;36438.1
23.4818;36422.9
23.4954;36406.9
23.5097;36389.1
23.5233;36371.7
23.5375;36355.5
23.5516;36337.7
23.5657;36319
23.5792;36299.8
23.5929;36282.6
23.607;36266.7
23.621;36249.2
23.6352;36230.4
23.6493;36210.4
23.6637;36192
23.6779;36173.5
23.6923;36153.8
23.7064;36133.1
23.7215;36114.7
23.7352;36098.7
23.7491;36078.6
23.764;36056.6
23.7784;36034.9
23.7932;36014.1
23.8079;35994.9
23.822;35974.5
23.8373;35953.5
23.8515;35931
23.8665;35908.9
23.881;35888.8
23.8959;35867.8
23.9117;35846.2
23.9266;35823
23.9419;35800
23.9575;35778.4
23.9722;35756.5
23.9875;35733.9
24.0027;35711.3
24.0184;35689.6
24.0333;35666.2
24.0487;35642.5
24.065;35619.7
24.0806;35596.7
24.0957;35573.3
24.1115;35549
24.1269;35524.3
24.1415;35498.8
24.157;35473.9
24.1727;35449.3
24.1884;35425.2
24.204;35399.7
24.2196;35373.8
24.2352;35348.5
24.2512;35324.4
24.2676;35298.5
24.2837;35272
24.2997;35244.7
24.3166;35218.3
24.3326;35193.8
24.3487;35167.8
24.3642;35140.7
24.38;35112.7
24.3961;35086.1
24.4109;35059.3
24.4263;35032.1
24.4412;35002.8
24.4564;34973.7
24.4713;34947.2
24.4863;34920.9
24.5016;34891.9
24.5159;34861.7
24.53;34833
24.5444;34805.5
24.5584;34776.5
24.5724;34746.3
24.5866;34715.2
24.6008;34685.3
24.6147;34657
24.6288;34627.8
24.6436;34596.8
24.6565;34564.8
24.6712;34533.6
24.6857;34503.7
24.6998;34472.9
24.7125;34441.1
24.7259;34409.6
24.739;34378.4
24.7531;34348
24.7672;34316.3
24.7805;34283.7
24.7935;34250.6
24.8062;34219.3
24.82;34188.2
24.8333;34155.5
24.8477;34120.6
24.8606;34085.6
24.8753;34052.8
24.8884;34020.2
24.9025;33986.2
24.9155;33950.5
24.9297;33915.5
24.9441;33882.3
24.9576;33848.5
24.9704;33812.5
24.9843;33776.2
24.9984;33740.4
25.0125;33706.7
25.0263;33670.2
25.0391;33632.7
25.0533;33596.5
25.0663;33562.4
25.0794;33527.2
25.0943;33489.9
25.1089;33451.6
25.1231;33414
25.1369;33377.8
25.149;33341.1
25.164;33302.7
25.1776;33264.1
25.1914;33226.3
25.2056;33188.6
25.2186;33149.2
25.2337;33109.4
25.2471;33068.5
25.26;33028.8
25.2745;32991.2
25.2886;32951.5
25.3024;32910
25.3165;32868.4
25.3307;32828.4
25.3452;32789.1
25.3586;32748.5
25.3731;32706.2
25.387;32664
25.4029;32623.7
25.4173;32583.4
25.4325;32540.6
25.4456;32496.1
25.4608;32452.4
25.4748;32411
25.4888;32369
25.5036;32325.3
25.5177;32280
25.5319;32235.2
25.5474;32192.3
25.5623;32148.6
25.5768;32103.2
25.5915;32057.5
25.6063;32011.7
25.6215;31967.3
25.6369;31921.9
25.6525;31875.1
25.6678;31828.2
25.6838;31782
25.6986;31736.5
25.7141;31689.2
25.73;31640.8
25.7453;31593.6
25.761;31547.8
25.7763;31500
25.7925;31450.5
25.8085;31399.7
25.8245;31351.5
25.8409;31304
25.8566;31255.3
25.8731;31204.3
25.8887;31152.5
25.9045;31101.9
25.9206;31052.9
25.9368;31001.7
25.953;30949.4
25.9687;30897.2
25.9856;30846.1
26.0014;30795.6
26.0176;30742.8
26.0342;30688.9
26.0501;30634.8
26.0664;30581.6
26.0816;30529.5
26.0984;30475.8
26.115;30420.7
26.1322;30365.6
26.1497;30311
26.1667;30255.2
26.1839;30198.8
26.2011;30143
26.2172;30087.7
26.2339;30031.8
26.2507;29973.8
26.2687;29915.3
26.2853;29857.3
26.3023;29800.4
26.3193;29742.8
26.336;29684.2
26.3534;29624.2
26.3709;29563.8
26.3881;29503.3
26.4065;29443.3
26.4234;29382.2
26.4403;29320.1
26.4582;29258.7
26.4761;29198.9
26.4938;29138.2
26.5123;29074.6
26.5293;29010
26.5467;28945.6
26.5638;28882.6
26.5814;28819.8
26.5982;28755.9
26.6139;28690.6
26.6304;28624
26.6472;28558.4
26.6638;28491.9
26.6803;28424.7
26.6962;28357.5
26.7121;28290.2
26.7277;28223
26.7431;28154.4
26.7597;28085.1
26.775;28015.2
26.7897;27945.4
26.8043;27874.9
26.82;27803.5
26.8347;27732.2
26.8494;27661.2
26.8647;27589.4
26.8799;27516.5
26.895;27441.9
26.9086;27367.2
26.9245;27292.6
26.9401;27218.3
26.9541;27143.2
26.9697;27067.1
26.9846;26989.7
27.0008;26911.9
27.0175;26833.6
27.0336;26755.1
27.0497;26676
27.0645;26596.6
27.0793;26516.6
27.0956;26436.9
27.1118;26354.3
27.127;26271
27.1427;26187.3
27.1579;26104.8
27.1739;26022.5
27.189;25938.3
27.2059;25851.7
27.2222;25763.4
27.2381;25675.1
27.2531;25586.5
27.2694;25496
27.2866;25405.3
27.3029;25314
27.3174;25222.7
27.3337;25130.8
27.3497;25036.7
27.3663;24940.5
27.3827;24844.4
27.3987;24748.4
27.4141;24651
27.4307;24551.9
27.4468;24452
27.4637;24351.7
27.481;24250.5
27.4969;24146.5
27.5138;24040.7
27.5313;23934
27.5495;23827
27.5653;23718
27.5819;23603.7
27.6002;16188.7
27.6768;11478.2
